# rxy	x	y	r	nr	nx	ny	
<wikicategory_Columbia_University_alumni>_<wasBornIn>_<wordnet_city_108524735>	<wikicategory_Columbia_University_alumni>	<wordnet_city_108524735>	<wasBornIn>	20	38	9047	N-to-1
<wikicategory_Military_units_and_formations_established_in_1775>_<owns>_<wordnet_airport_102692232>	<wikicategory_Military_units_and_formations_established_in_1775>	<wordnet_airport_102692232>	<owns>	20	1	3295	1-to-N
<wikicategory_English_alternative_rock_groups>_<created>_<wordnet_song_107048000>	<wikicategory_English_alternative_rock_groups>	<wordnet_song_107048000>	<created>	20	39	7161	1-to-N
<wordnet_ambassador_109787534>_<wasBornIn>_<wordnet_capital_108518505>	<wordnet_ambassador_109787534>	<wordnet_capital_108518505>	<wasBornIn>	20	290	499	N-to-1
<wikicategory_Canadian_Christian_rock_groups>_<created>_<wordnet_album_106591815>	<wikicategory_Canadian_Christian_rock_groups>	<wordnet_album_106591815>	<created>	20	4	62325	1-to-N
<wikicategory_Dutch_musical_groups>_<created>_<wordnet_album_106591815>	<wikicategory_Dutch_musical_groups>	<wordnet_album_106591815>	<created>	20	7	62325	1-to-N
<wordnet_historian_110177150>_<livesIn>_<wordnet_economy_108366753>	<wordnet_historian_110177150>	<wordnet_economy_108366753>	<livesIn>	20	920	72	N-to-1
<wikicategory_Columbus_Blue_Jackets_players>_<isAffiliatedTo>_<wordnet_team_108208560>	<wikicategory_Columbus_Blue_Jackets_players>	<wordnet_team_108208560>	<isAffiliatedTo>	20	20	2073	N-to-1
<wikicategory_Arsenal_L.F.C._players>_<isAffiliatedTo>_<wordnet_team_108208560>	<wikicategory_Arsenal_L.F.C._players>	<wordnet_team_108208560>	<isAffiliatedTo>	20	21	2073	N-to-N
<wordnet_engineer_109615807>_<hasWonPrize>_<wordnet_order_107168623>	<wordnet_engineer_109615807>	<wordnet_order_107168623>	<hasWonPrize>	20	1145	54	N-to-N
<wordnet_airport_102692232>_<isConnectedTo>_<wikicategory_Populated_places_in_Venezuela>	<wordnet_airport_102692232>	<wikicategory_Populated_places_in_Venezuela>	<isConnectedTo>	20	3295	7	N-to-N
<wikicategory_Apollon_Smyrnis_players>_<isAffiliatedTo>_<wordnet_club_108227214>	<wikicategory_Apollon_Smyrnis_players>	<wordnet_club_108227214>	<isAffiliatedTo>	20	5	4967	N-to-N
<wikicategory_Dutch_women's_footballers>_<isAffiliatedTo>_<wordnet_club_108227214>	<wikicategory_Dutch_women's_footballers>	<wordnet_club_108227214>	<isAffiliatedTo>	20	14	4967	N-to-N
<wikicategory_ATO_Records_artists>_<created>_<wordnet_medium_106254669>	<wikicategory_ATO_Records_artists>	<wordnet_medium_106254669>	<created>	20	4	22703	1-to-N
<wikicategory_FC_Gueugnon_players>_<isAffiliatedTo>_<wordnet_association_108049401>	<wikicategory_FC_Gueugnon_players>	<wordnet_association_108049401>	<isAffiliatedTo>	20	8	3616	N-to-N
<wikicategory_Al-Wakra_Sports_Club_players>_<isAffiliatedTo>_<wordnet_club_108227214>	<wikicategory_Al-Wakra_Sports_Club_players>	<wordnet_club_108227214>	<isAffiliatedTo>	20	3	4967	N-to-N
<wikicategory_Czech_expatriate_footballers>_<isAffiliatedTo>_<wordnet_association_108049401>	<wikicategory_Czech_expatriate_footballers>	<wordnet_association_108049401>	<isAffiliatedTo>	20	12	3616	N-to-N
<wikicategory_Bayer_04_Leverkusen_players>_<isAffiliatedTo>_<wordnet_association_108049401>	<wikicategory_Bayer_04_Leverkusen_players>	<wordnet_association_108049401>	<isAffiliatedTo>	20	10	3616	N-to-N
<wordnet_engineer_109615807>_<wasBornIn>_<wordnet_district_108552138>	<wordnet_engineer_109615807>	<wordnet_district_108552138>	<wasBornIn>	20	1145	1819	N-to-1
<wordnet_patriarch_110406905>_<diedIn>_<wordnet_city_108524735>	<wordnet_patriarch_110406905>	<wordnet_city_108524735>	<diedIn>	20	50	9047	N-to-1
<wikicategory_Finnish_musical_groups>_<created>_<wordnet_medium_106254669>	<wikicategory_Finnish_musical_groups>	<wordnet_medium_106254669>	<created>	20	20	22703	1-to-N
<wikicategory_American_film_producers>_<created>_<wordnet_company_108058098>	<wikicategory_American_film_producers>	<wordnet_company_108058098>	<created>	20	187	4253	N-to-N
<wordnet_archeologist_109804806>_<hasWonPrize>_<wordnet_award_106696483>	<wordnet_archeologist_109804806>	<wordnet_award_106696483>	<hasWonPrize>	20	137	1757	N-to-N
<wikicategory_Enosis_Neon_Paralimni_players>_<isAffiliatedTo>_<wordnet_club_108227214>	<wikicategory_Enosis_Neon_Paralimni_players>	<wordnet_club_108227214>	<isAffiliatedTo>	20	8	4967	N-to-N
<wordnet_pianist_110430665>_<created>_<wordnet_music_107020895>	<wordnet_pianist_110430665>	<wordnet_music_107020895>	<created>	20	484	1736	1-to-N
<wikicategory_Companies_established_in_1998>_<created>_<wordnet_game_100456199>	<wikicategory_Companies_established_in_1998>	<wordnet_game_100456199>	<created>	20	3	6866	1-to-N
<wikicategory_Atlantic_Records_artists>_<created>_<wordnet_song_107048000>	<wikicategory_Atlantic_Records_artists>	<wordnet_song_107048000>	<created>	20	35	7161	1-to-N
<wikicategory_People_from_New_York>_<hasWonPrize>_<wordnet_award_106696483>	<wikicategory_People_from_New_York>	<wordnet_award_106696483>	<hasWonPrize>	20	16	1757	N-to-N
<wordnet_governor_110140314>_<isLeaderOf>_<wordnet_administrative_district_108491826>	<wordnet_governor_110140314>	<wordnet_administrative_district_108491826>	<isLeaderOf>	20	1858	328	1-to-N
<wikicategory_Espoo_Blues_players>_<wasBornIn>_<wordnet_city_108524735>	<wikicategory_Espoo_Blues_players>	<wordnet_city_108524735>	<wasBornIn>	20	49	9047	N-to-1
<wikicategory_Bus_companies_of_Oslo>_<owns>_<wordnet_artifact_100021939>	<wikicategory_Bus_companies_of_Oslo>	<wordnet_artifact_100021939>	<owns>	20	1	3441	1-to-N
<wordnet_general_110123844>_<diedIn>_<wordnet_county_108546183>	<wordnet_general_110123844>	<wordnet_county_108546183>	<diedIn>	20	3075	671	N-to-1
<wikicategory_A.C._Bellaria_Igea_Marina_players>_<isAffiliatedTo>_<wordnet_association_108049401>	<wikicategory_A.C._Bellaria_Igea_Marina_players>	<wordnet_association_108049401>	<isAffiliatedTo>	20	5	3616	N-to-N
<wikicategory_Brazil_international_footballers>_<isAffiliatedTo>_<wordnet_team_108208560>	<wikicategory_Brazil_international_footballers>	<wordnet_team_108208560>	<isAffiliatedTo>	20	20	2073	N-to-1
<wordnet_soldier_110622053>_<hasWonPrize>_<wikicategory_Courage_awards>	<wordnet_soldier_110622053>	<wikicategory_Courage_awards>	<hasWonPrize>	20	801	6	N-to-N
<wordnet_physicist_110428004>_<wasBornIn>_<wordnet_center_108523483>	<wordnet_physicist_110428004>	<wordnet_center_108523483>	<wasBornIn>	20	1061	21	N-to-1
<wikicategory_Alumni_of_the_University_of_Bristol>_<actedIn>_<wordnet_movie_106613686>	<wikicategory_Alumni_of_the_University_of_Bristol>	<wordnet_movie_106613686>	<actedIn>	20	1	42518	1-to-N
<wordnet_mathematician_110301261>_<influences>_<wordnet_colleague_109935990>	<wordnet_mathematician_110301261>	<wordnet_colleague_109935990>	<influences>	20	1509	944	N-to-N
<wordnet_philosopher_110423589>_<influences>_<wordnet_psychiatrist_110488016>	<wordnet_philosopher_110423589>	<wordnet_psychiatrist_110488016>	<influences>	20	924	80	N-to-N
<wordnet_football_player_110101634>_<isAffiliatedTo>_<wikicategory_Football_clubs_in_Indonesia>	<wordnet_football_player_110101634>	<wikicategory_Football_clubs_in_Indonesia>	<isAffiliatedTo>	20	24923	6	N-to-N
<wordnet_philanthropist_110421956>_<created>_<wordnet_album_106591815>	<wordnet_philanthropist_110421956>	<wordnet_album_106591815>	<created>	20	206	62325	1-to-N
<wikicategory_Operation_Overlord_people>_<hasWonPrize>_<wordnet_award_106696483>	<wikicategory_Operation_Overlord_people>	<wordnet_award_106696483>	<hasWonPrize>	20	12	1757	N-to-N
<wordnet_anthropologist_109796323>_<isCitizenOf>_<wordnet_country_108544813>	<wordnet_anthropologist_109796323>	<wordnet_country_108544813>	<isCitizenOf>	20	146	804	N-to-1
<wikicategory_Alumni_of_Newnham_College,_Cambridge>_<actedIn>_<wordnet_movie_106613686>	<wikicategory_Alumni_of_Newnham_College,_Cambridge>	<wordnet_movie_106613686>	<actedIn>	20	2	42518	1-to-N
<wordnet_secretary_110570019>_<holdsPoliticalPosition>_<wordnet_minister_110320863>	<wordnet_secretary_110570019>	<wordnet_minister_110320863>	<holdsPoliticalPosition>	20	658	2024	N-to-N
<yagoLegalActorGeo>_<wasBornIn>_<wordnet_site_108651247>	<yagoLegalActorGeo>	<wordnet_site_108651247>	<wasBornIn>	20	6082	638	N-to-1
<wikicategory_Australian_Capital_Territory_musical_groups>_<created>_<wordnet_album_106591815>	<wikicategory_Australian_Capital_Territory_musical_groups>	<wordnet_album_106591815>	<created>	20	1	62325	1-to-N
<wordnet_philanthropist_110421956>_<hasWonPrize>_<wordnet_award_106696483>	<wordnet_philanthropist_110421956>	<wordnet_award_106696483>	<hasWonPrize>	20	206	1757	N-to-N
<wordnet_musician_110339966>_<created>_<wordnet_comedy_107015510>	<wordnet_musician_110339966>	<wordnet_comedy_107015510>	<created>	20	3459	400	N-to-N
<wikicategory_Basketball_players_from_Illinois>_<isAffiliatedTo>_<wordnet_team_108208560>	<wikicategory_Basketball_players_from_Illinois>	<wordnet_team_108208560>	<isAffiliatedTo>	20	24	2073	N-to-N
<wordnet_leader_109623038>_<livesIn>_<wordnet_district_108552138>	<wordnet_leader_109623038>	<wordnet_district_108552138>	<livesIn>	20	1454	1819	N-to-1
<wordnet_queen_110499355>_<wasBornIn>_<wordnet_city_108524735>	<wordnet_queen_110499355>	<wordnet_city_108524735>	<wasBornIn>	20	49	9047	N-to-1
<wikicategory_American_male_tennis_players>_<wasBornIn>_<wordnet_city_108524735>	<wikicategory_American_male_tennis_players>	<wordnet_city_108524735>	<wasBornIn>	20	20	9047	1-to-1
<wordnet_minister_110320863>_<isLeaderOf>_<wordnet_municipality_108626283>	<wordnet_minister_110320863>	<wordnet_municipality_108626283>	<isLeaderOf>	20	2024	1524	1-to-N
<wordnet_company_108058098>_<owns>_<wikicategory_Pan-Nordic_television_channels>	<wordnet_company_108058098>	<wikicategory_Pan-Nordic_television_channels>	<owns>	20	4253	20	1-to-N
<wikicategory_American_soap_opera_actors>_<hasWonPrize>_<wordnet_award_106696483>	<wikicategory_American_soap_opera_actors>	<wordnet_award_106696483>	<hasWonPrize>	20	85	1757	N-to-N
<wordnet_organization_108008335>_<owns>_<wordnet_airport_102692232>	<wordnet_organization_108008335>	<wordnet_airport_102692232>	<owns>	20	432	3295	1-to-N
<wordnet_duke_110038620>_<diedIn>_<wordnet_capital_108518505>	<wordnet_duke_110038620>	<wordnet_capital_108518505>	<diedIn>	20	637	499	N-to-1
<wordnet_writer_110794014>_<created>_<yagoLegalActorGeo>	<wordnet_writer_110794014>	<yagoLegalActorGeo>	<created>	20	12110	6082	N-to-N
<wordnet_causal_agent_100007347>_<isMarriedTo>_<wordnet_sovereign_110628644>	<wordnet_causal_agent_100007347>	<wordnet_sovereign_110628644>	<isMarriedTo>	20	1153	464	N-to-N
<wikicategory_Ards_F.C._players>_<isAffiliatedTo>_<wordnet_club_108227214>	<wikicategory_Ards_F.C._players>	<wordnet_club_108227214>	<isAffiliatedTo>	20	8	4967	N-to-N
<wikicategory_Italian_footballers>_<wasBornIn>_<wordnet_city_108524735>	<wikicategory_Italian_footballers>	<wordnet_city_108524735>	<wasBornIn>	20	67	9047	N-to-1
